Query_3154261,5XZ2_A,33.962,212,107,3,3,213,13,192,9.58e-31,113,52.83
Query_3154261,5YCF_A,34.906,212,105,3,3,213,11,190,9.76e-31,113,51.89
Query_3154261,5YCB_A,34.804,204,100,3,3,205,11,182,1.05e-30,113,52.45
Query_3154261,5YCD_A,36.464,181,87,2,3,182,11,164,2.79e-30,112,54.70
Query_3154261,3ADK_A,36.066,183,89,3,3,184,12,167,3.34e-30,111,54.10
Query_3154261,3UMF_A,33.333,186,92,3,3,185,32,188,1.77e-29,110,56.45
Query_3154261,1Z83_A,34.973,183,91,3,3,184,12,167,2.07e-29,109,54.64
Query_3154261,7X7S_A,34.973,183,91,3,3,184,16,171,2.46e-29,109,54.64
Query_3154261,3CM0_A,34.434,212,106,5,3,214,7,185,1.00e-28,107,50.94
Query_3154261,7DE3_A,36.066,183,89,5,3,184,11,166,1.32e-28,107,56.28
Query_3154261,8X1G_A,34.426,183,92,3,3,184,11,166,1.66e-28,107,54.10
Query_3154261,7N6G_6M,33.333,180,108,4,1,168,1239,1418,1.72e-25,105,53.33
Query_3154261,1UKY_A,27.962,211,117,5,3,210,18,196,1.08e-24,97.8,53.55
Query_3154261,1TEV_A,31.963,219,109,7,3,213,6,192,7.66e-24,95.5,49.77
Query_3154261,7E9V_A,31.963,219,109,7,3,213,24,210,1.19e-23,95.5,49.77
Query_3154261,2BWJ_A,30.851,188,98,4,3,187,15,173,7.91e-22,90.1,49.47
Query_3154261,1QF9_A,27.907,215,117,5,3,213,9,189,3.08e-20,85.9,47.44
Query_3154261,9FQR_Xf,30.645,124,83,2,1,121,1411,1534,2.08e-08,55.5,50.00
Query_3154261,9FQR_Xf,22.353,170,83,2,1,121,991,1160,0.023,37.4,37.65
Query_3154261,9FQR_Xc,28.800,125,56,4,1,93,368,491,6.70e-07,50.8,46.40
Query_3154261,9D2F_D,29.032,124,56,4,1,93,368,490,3.36e-06,48.9,45.16
Query_3154261,7N6G_6A,24.852,169,84,6,76,207,760,922,1.43e-05,47.0,42.01
Query_3154261,9D2F_A,27.429,175,78,6,1,126,976,1150,0.006,39.3,42.29


